Evento 	Fecha 	Hora 	Lat 	Long 	Prof.					
(km) 	Int 	Mag 	Tipo Mag 	LocalizaciÛn 	info					
617221	01/12/2005	20:55:59	27.9982	-16.3608	7		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
617229	01/12/2005	22:30:38	28.0565	-16.2558	10		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
617235	01/12/2005	22:54:19	28.1919	-16.1928	3		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
617237	01/12/2005	22:54:40	28.198	-16.2835	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
617593	04/12/2005	23:31:01	28.1684	-16.1472	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
618677	10/12/2005	21:25:28	28.5613	-16.6602	41		1.6	3	ATL¡NTICO-CANARIAS 	[+] info
618678	10/12/2005	22:06:28	28.1606	-16.1684	13		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
619194	13/12/2005	3:40:24	28.099	-16.2831	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
620786	22/12/2005	8:01:13	28.0541	-16.1877	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
621034	23/12/2005	3:07:51	28.1587	-16.1935	16		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
621346	24/12/2005	4:16:43	28.3687	-16.7628	7		1.3	4	SW GARACHICO.ITF 	[+] info
621444	24/12/2005	20:33:19	28.1176	-16.1706	10		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
621567	25/12/2005	13:32:29	28.1673	-16.3465	31		1.1	4	SE FASNIA.ITF 	[+] info
621904	28/12/2005	7:51:10	27.9925	-16.2459	26		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
622325	30/12/2005	19:57:35	28.1101	-16.126	11		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
622331	30/12/2005	20:04:27	28.1343	-16.1309	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
622332	30/12/2005	20:05:25	28.1018	-16.1519	32		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
622333	30/12/2005	20:07:27	28.0881	-16.14	6		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
622357	30/12/2005	22:35:15	28.1053	-16.1138	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
622360	30/12/2005	22:40:06	28.0651	-16.1759	67		1.1	3	ATL¡NTICO-CANARIAS 	[+] info
622356	30/12/2005	22:48:58	28.0085	-16.182	32		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
622409	31/12/2005	18:06:11	28.4308	-16.5955	-999		1.2	4	NW PUERTO DE LA CRUZ.ITF 	[+] info
622431	01/01/2006	8:04:33	28.1465	-16.1753	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
625901	19/01/2006	8:12:30	28.5183	-16.6916	28		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
627317	25/01/2006	7:49:28	28.4913	-16.7939	29		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
629519	05/02/2006	21:55:39	28.2613	-16.6665	-999		1.4	4	NW VILAFLOR.ITF 	[+] info
630445	09/02/2006	15:23:21	28.2141	-16.261	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
631255	14/02/2006	16:13:00	28.0802	-17.1671	-999	II 	1.7	4	W SAN SEBASTI¡N DE LA GOMERA.IGM 	[+] info
633276	20/02/2006	2:20:10	28.2547	-16.3353	-999		2.5	4	SE G‹ÕMAR.ITF 	[+] info
635148	24/02/2006	0:39:44	28.3723	-16.8423	28		2	4	E BUENAVISTA DEL NORTE.ITF 	[+] info
636926	02/03/2006	17:53:05	28.2222	-16.2754	-999		2	4	ATL¡NTICO-CANARIAS 	[+] info
638492	07/03/2006	14:53:59	28.2178	-16.7119	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
639249	10/03/2006	3:58:26	28.2384	-16.3228	-999		1.3	4	E FASNIA.ITF 	[+] info
639250	10/03/2006	4:21:05	27.709	-16.8014	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
640360	13/03/2006	14:52:26	28.642	-16.6811	23		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
641294	16/03/2006	0:03:16	28.2987	-16.3299	-999		1.5	4	SE CANDELARIA.ITF 	[+] info
642763	21/03/2006	22:44:12	28.1908	-16.2753	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
646211	04/04/2006	19:41:56	28.2213	-16.3342	-999		1.5	4	E FASNIA.ITF 	[+] info
647394	09/04/2006	23:38:01	28.1905	-16.2112	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
648392	14/04/2006	2:21:15	28.2859	-16.693	-999		1.3	4	S ICOD DE LOS VINOS.ITF 	[+] info
648465	14/04/2006	15:27:47	28.2637	-16.514	-999		1.7	4	NW FASNIA.ITF 	[+] info
649029	18/04/2006	2:27:06	28.2371	-16.1882	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
777403	20/04/2006	8:39:39	28.4543	-16.5266	-999		1.2	4	NW SANTA ⁄RSULA.ITF 	[+] info
649793	20/04/2006	20:04:48	28.2405	-16.3601	-999		1.4	4	E FASNIA.ITF 	[+] info
652703	02/05/2006	1:27:55	27.6254	-15.6258	45		2.5	3	ATL¡NTICO-CANARIAS 	[+] info
655217	10/05/2006	3:00:34	28.0573	-16.1722	38		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
655568	10/05/2006	22:10:22	28.1381	-16.1265	1		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
656332	13/05/2006	2:05:34	28.1142	-16.2799	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
656398	13/05/2006	11:40:03	28.0915	-16.2036	21		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
657993	18/05/2006	1:35:35	28.0837	-16.1579	9		0.9	4	ATL¡NTICO-CANARIAS 	[+] info
662969	28/05/2006	9:50:47	28.1056	-16.2445	22		2.5	4	ATL¡NTICO-CANARIAS 	[+] info
663050	28/05/2006	20:31:40	28.1693	-16.2137	16		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
663191	29/05/2006	11:36:45	28.1443	-16.3123	15		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
663697	31/05/2006	21:09:51	28.2677	-16.3981	-999		0.7	4	NE FASNIA.ITF 	[+] info
663698	31/05/2006	21:13:59	28.2781	-16.4012	-999		1	4	S G‹ÕMAR.ITF 	[+] info
663970	01/06/2006	21:19:08	28.1967	-16.2969	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
664524	05/06/2006	2:07:40	28.2831	-16.3198	-999		0.7	4	SE CANDELARIA.ITF 	[+] info
664954	06/06/2006	12:04:04	28.6975	-16.1138	33		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
666209	11/06/2006	23:55:08	28.0895	-16.1506	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
667294	15/06/2006	16:41:48	28.148	-16.2123	25		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
667665	17/06/2006	23:31:12	27.8711	-17.1225	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
668724	22/06/2006	7:06:19	27.6712	-15.5467	63		2.4	3	S SANTA LUCÕA DE TIRAJANA.IGC 	[+] info
669912	26/06/2006	20:03:07	28.0525	-16.1256	44		2.4	3	ATL¡NTICO-CANARIAS 	[+] info
671304	01/07/2006	11:52:58	28.1623	-16.1349	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
671445	02/07/2006	13:15:56	28.642	-16.4766	20		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
671874	04/07/2006	3:07:30	28.0166	-16.263	17		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
672128	04/07/2006	23:51:36	28.2269	-16.3285	-999		1	4	E FASNIA.ITF 	[+] info
672148	05/07/2006	2:09:41	28.2343	-16.288	-999		0.8	4	ATL¡NTICO-CANARIAS 	[+] info
672646	06/07/2006	15:16:24	28.5558	-16.5014	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
673439	09/07/2006	23:26:01	28.6813	-15.8835	36		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
673444	10/07/2006	1:57:41	28.1962	-16.4844	-999		1.3	4	NW ARICO.ITF 	[+] info
674906	15/07/2006	20:45:50	28.1816	-16.1543	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
676708	23/07/2006	19:58:33	28.121	-16.2229	15		2	4	ATL¡NTICO-CANARIAS 	[+] info
676826	24/07/2006	2:43:04	28.1164	-16.2366	17		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
677626	28/07/2006	0:33:13	28.1048	-16.2079	7		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
678365	31/07/2006	12:22:48	27.9759	-16.593	34		2.2	4	S SAN MIGUEL.ITF 	[+] info
679580	05/08/2006	22:17:35	28.1725	-16.3294	10		1.3	3	SE FASNIA.ITF 	[+] info
679713	06/08/2006	22:39:29	28.146	-16.1177	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
679739	07/08/2006	0:22:22	28.0818	-16.1719	15		2	4	ATL¡NTICO-CANARIAS 	[+] info
681156	11/08/2006	14:49:30	28.0337	-17.2465	-999		1.4	4	SW ALAJER”.IGM 	[+] info
681225	11/08/2006	20:16:33	28.0865	-16.1501	20		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
681244	12/08/2006	2:42:37	28.215	-16.1371	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
681548	14/08/2006	3:53:40	28.1203	-16.1986	-999		1.5	3	ATL¡NTICO-CANARIAS 	[+] info
681572	14/08/2006	12:47:58	28.0726	-16.9543	22		3.4	3	ATL¡NTICO-CANARIAS 	[+] info
681879	16/08/2006	1:33:37	27.9128	-16.5789	-999		0.9	3	ATL¡NTICO-CANARIAS 	[+] info
684465	25/08/2006	16:17:53	28.1537	-16.2003	16		2.6	3	ATL¡NTICO-CANARIAS 	[+] info
684491	25/08/2006	20:16:53	28.4431	-16.5451	8		2.2	3	N PUERTO DE LA CRUZ.ITF 	[+] info
684525	25/08/2006	22:40:04	28.2198	-16.695	-999		2.1	3	E GUÕA DE ISORA.ITF 	[+] info
685209	29/08/2006	9:52:08	28.128	-16.2122	7		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
685679	31/08/2006	3:17:49	28.3909	-16.8028	7		2	3	NE LOS SILOS.ITF 	[+] info
686424	02/09/2006	21:47:37	28.3567	-16.2209	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
686470	03/09/2006	3:25:57	28.148	-16.2196	25		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
687239	05/09/2006	17:10:35	28.176	-16.2756	7		2	4	ATL¡NTICO-CANARIAS 	[+] info
689138	12/09/2006	21:46:19	28.1376	-16.1169	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
689369	13/09/2006	20:20:13	28.1888	-16.3662	21		1.5	4	SE FASNIA.ITF 	[+] info
689585	15/09/2006	0:40:03	28.207	-16.5503	17		0.9	4	NW ARICO.ITF 	[+] info
691897	25/09/2006	22:32:18	28.1343	-16.2247	10		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
693703	01/10/2006	6:58:56	28.0991	-16.242	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
694254	02/10/2006	23:45:17	28.0906	-16.1111	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
694242	02/10/2006	23:53:09	28.0739	-16.1701	3		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
694247	02/10/2006	23:56:35	28.1355	-16.0949	2		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
694267	02/10/2006	23:57:07	28.1193	-16.1497	1		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
694273	03/10/2006	0:02:30	28.087	-16.1777	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
694252	03/10/2006	0:03:48	28.0963	-16.1689	7		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
694499	03/10/2006	15:24:18	28.1657	-16.3028	8		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
694567	03/10/2006	23:04:45	28.1053	-16.2198	14		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
695594	08/10/2006	16:04:31	28.0727	-16.1281	22		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
696045	10/10/2006	2:35:18	28.2984	-16.3286	3		0.9	4	SE CANDELARIA.ITF 	[+] info
696958	12/10/2006	19:08:21	28.1032	-16.2753	2		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
696959	12/10/2006	19:56:07	28.1082	-16.2493	8		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
697284	13/10/2006	20:03:38	28.213	-16.7185	-999		1.1	4	E GUÕA DE ISORA.ITF 	[+] info
697358	14/10/2006	21:24:52	28.1101	-16.2455	7		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
697747	16/10/2006	21:05:27	28.6285	-16.3535	72		2.6	3	N TEGUESTE.ITF 	[+] info
700935	02/11/2006	12:05:20	28.986	-16.3268	66		3.2	3	ATL¡NTICO-CANARIAS 	[+] info
701307	04/11/2006	3:26:52	28.3413	-16.7751	-999		1.1	4	S EL TANQUE.ITF 	[+] info
701484	04/11/2006	22:20:22	28.0517	-16.1607	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
701723	06/11/2006	14:33:05	28.0707	-16.6674	-999		1.1	4	SE ARONA.ITF 	[+] info
703965	15/11/2006	2:58:21	28.5806	-16.1305	-999		1.1	4	NE SANTA CRUZ DE TENERIFE.ITF 	[+] info
706924	28/11/2006	15:32:00	28.6295	-15.5575	-999		2.3	4	ATL¡NTICO-CANARIAS 	[+] info
707510	01/12/2006	3:58:03	28.8129	-16.4139	30		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
708558	08/12/2006	14:25:36	28.1467	-16.218	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
709630	14/12/2006	4:29:20	28.1549	-16.1479	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
710559	19/12/2006	0:00:34	27.792	-16.0361	39		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
713625	02/01/2007	21:32:19	28.1548	-16.3062	17	II 	2.6	4	ATL¡NTICO-CANARIAS 	[+] info
714450	06/01/2007	1:41:34	28.9581	-16.2923	60		2.8	3	ATL¡NTICO-CANARIAS 	[+] info
716191	13/01/2007	23:28:05	28.3198	-16.2711	-999		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
717167	17/01/2007	14:07:49	28.0524	-16.168	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
718698	20/01/2007	21:57:40	28.2673	-16.3776	-999		1.8	4	SE G‹ÕMAR.ITF 	[+] info
719922	24/01/2007	14:12:52	28.7301	-16.8786	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
721767	31/01/2007	4:14:41	28.154	-16.6803	2		1.1	4	W VILAFLOR.ITF 	[+] info
722427	02/02/2007	12:20:10	28.1536	-16.2898	18		2	4	ATL¡NTICO-CANARIAS 	[+] info
723474	07/02/2007	0:34:03	28.1626	-16.7069	11		1.3	4	NE ADEJE.ITF 	[+] info
723835	08/02/2007	9:09:25	28.2465	-16.1089	5		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
724291	10/02/2007	19:32:06	28.2005	-16.1778	7		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
724868	13/02/2007	17:20:50	28.1183	-16.2537	28		2.4	4	ATL¡NTICO-CANARIAS 	[+] info
725331	15/02/2007	17:16:00	28.2184	-16.7435	5		1.4	4	NE GUÕA DE ISORA.ITF 	[+] info
725958	19/02/2007	0:05:38	27.9853	-16.2137	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
731244	25/02/2007	13:32:47	28.2211	-16.2027	14		2	4	ATL¡NTICO-CANARIAS 	[+] info
731292	25/02/2007	17:39:01	28.139	-16.1361	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
734295	07/03/2007	16:57:14	28.2726	-16.4561	-999		1.7	4	NW FASNIA.ITF 	[+] info
738245	26/03/2007	21:39:21	28.2534	-16.1623	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
739372	31/03/2007	2:47:22	28.2538	-16.5504	3		1.2	4	W FASNIA.ITF 	[+] info
739475	01/04/2007	9:10:45	28.2799	-16.3824	11		1.6	4	SE G‹ÕMAR.ITF 	[+] info
741469	03/04/2007	3:36:37	28.1643	-16.2112	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
746690	16/04/2007	15:52:58	28.2039	-16.1785	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
749613	25/04/2007	19:41:54	28.206	-16.3792	20		1.6	4	SE FASNIA.ITF 	[+] info
750132	27/04/2007	22:25:44	28.5566	-16.171	28		2	4	NE SANTA CRUZ DE TENERIFE.ITF 	[+] info
750439	29/04/2007	22:05:20	28.2301	-16.2718	27		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
752309	09/05/2007	0:06:50	28.1385	-16.1469	-999		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
752657	10/05/2007	1:50:01	28.1331	-16.1886	6		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
754497	18/05/2007	8:11:42	28.3794	-16.7643	7		2	4	NW GARACHICO.ITF 	[+] info
754662	18/05/2007	11:45:40	28.1857	-16.1439	49		2	3	ATL¡NTICO-CANARIAS 	[+] info
755771	23/05/2007	21:48:33	28.1471	-16.1736	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
758387	03/06/2007	17:48:31	28.0606	-16.1935	28		3.2	4	ATL¡NTICO-CANARIAS 	[+] info
758428	03/06/2007	23:38:23	28.1837	-16.1095	4		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
758458	04/06/2007	6:54:15	28.1069	-16.1736	-999		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
759854	07/06/2007	18:23:59	28.1369	-16.1689	6		2	4	ATL¡NTICO-CANARIAS 	[+] info
761382	12/06/2007	11:27:02	28.1318	-16.2968	36		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
761996	14/06/2007	4:31:15	28.1631	-16.303	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
762483	15/06/2007	19:36:46	28.1689	-16.3268	33		1.8	4	SE FASNIA.ITF 	[+] info
762678	17/06/2007	4:37:01	28.2031	-16.2716	7		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
762682	17/06/2007	5:45:21	28.3998	-16.4924	29		1.5	4	S SANTA ⁄RSULA.ITF 	[+] info
762692	17/06/2007	9:12:38	28.121	-16.1517	-999		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
763336	19/06/2007	8:23:36	28.0565	-16.265	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
765052	25/06/2007	2:18:19	28.2211	-16.3065	-999		1.5	4	E FASNIA.ITF 	[+] info
767972	01/07/2007	13:23:08	28.2031	-16.1907	5		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
768350	03/07/2007	1:09:14	28.0825	-16.1835	27		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
771724	12/07/2007	4:09:02	28.1554	-16.2175	8		1.1	4	ATL¡NTICO-CANARIAS 	[+] info
772516	15/07/2007	3:03:02	28.4471	-16.5534	-999		1.3	4	N PUERTO DE LA CRUZ.ITF 	[+] info
773198	17/07/2007	1:20:46	28.088	-16.6283	-999		0.8	4	SW SAN MIGUEL.ITF 	[+] info
773635	18/07/2007	6:19:47	28.1545	-16.1998	11		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
776358	28/07/2007	3:10:14	28.1104	-16.1459	8		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
778510	03/08/2007	22:33:39	28.1767	-16.2189	29		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
778528	04/08/2007	1:10:27	27.9758	-16.6947	-999		1.3	4	S ARONA.ITF 	[+] info
778667	04/08/2007	19:57:23	28.1556	-16.2214	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
778700	05/08/2007	2:47:01	28.1733	-16.1819	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
778836	05/08/2007	20:21:06	28.0546	-16.1436	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
778913	06/08/2007	2:34:07	28.2006	-16.6708	-999		0.9	4	NW VILAFLOR.ITF 	[+] info
779102	06/08/2007	16:24:03	28.1626	-16.1093	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
779100	06/08/2007	16:29:29	27.825	-16.2448	1		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
779144	07/08/2007	7:02:56	28.0975	-16.1897	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
780086	09/08/2007	23:29:38	28.2696	-16.4893	-999		1.5	4	NW FASNIA.ITF 	[+] info
780714	12/08/2007	2:16:00	28.1113	-16.1787	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
781552	13/08/2007	6:03:21	28.8765	-16.6101	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
784520	21/08/2007	10:36:21	28.237	-16.3495	16		1.6	4	E FASNIA.ITF 	[+] info
785624	25/08/2007	0:09:07	28.1867	-16.1991	-999		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
789628	07/09/2007	21:51:59	28.175	-16.2588	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
790536	11/09/2007	6:55:23	28.168	-16.1434	15		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
791208	12/09/2007	23:45:21	28.1005	-16.0174	-999		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
793580	17/09/2007	22:58:28	28.178	-16.6767	-999		0.9	4	NW VILAFLOR.ITF 	[+] info
793771	18/09/2007	13:16:30	28.2537	-16.507	11		1.1	4	W FASNIA.ITF 	[+] info
794251	20/09/2007	1:26:11	28.1118	-16.1404	21		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
795510	25/09/2007	20:21:07	28.1436	-16.1203	-999		2.2	4	ATL¡NTICO-CANARIAS 	[+] info
797413	01/10/2007	1:01:10	28.1262	-16.1327	15		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
797442	01/10/2007	3:01:45	28.2166	-16.2398	8		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
798424	05/10/2007	2:19:40	28.0641	-16.1555	29		2.8	4	ATL¡NTICO-CANARIAS 	[+] info
798724	05/10/2007	17:31:59	27.5413	-17.2667	28	II-III 	3.8	4	ATL¡NTICO-CANARIAS 	[+] info
799011	06/10/2007	21:22:24	28.0891	-16.1521	24		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
799025	06/10/2007	23:25:09	27.7106	-17.2743	31		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
800732	15/10/2007	2:08:05	28.0406	-17.0584	19		1.4	4	SE SAN SEBASTI¡N DE LA GOMERA.IGM 	[+] info
801026	15/10/2007	22:07:30	28.1099	-16.1351	26		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
801099	16/10/2007	7:42:30	27.9925	-16.137	35		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
801338	16/10/2007	16:41:39	28.184	-16.2293	3		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
802035	18/10/2007	22:00:10	27.9572	-16.3214	17		2	4	ATL¡NTICO-CANARIAS 	[+] info
802354	20/10/2007	15:22:04	28.0912	-16.1265	20		2	4	ATL¡NTICO-CANARIAS 	[+] info
803119	25/10/2007	0:39:24	28.1227	-16.1787	4		1.3	4	ATL¡NTICO-CANARIAS 	[+] info
803407	26/10/2007	6:30:58	28.093	-16.1429	29		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
803888	27/10/2007	11:32:14	28.0691	-16.1956	49		3.4	3	ATL¡NTICO-CANARIAS 	[+] info
806077	07/11/2007	22:48:00	28.1147	-16.2321	23		2.7	4	ATL¡NTICO-CANARIAS 	[+] info
806785	10/11/2007	2:38:56	28.2944	-16.3166	-999		1.1	4	SE CANDELARIA.ITF 	[+] info
806786	10/11/2007	4:14:39	28.2302	-16.4533	-999		1	4	SW FASNIA.ITF 	[+] info
806828	10/11/2007	20:37:27	28.2366	-16.6581	12		1.2	4	NW VILAFLOR.ITF 	[+] info
807680	14/11/2007	19:29:10	28.0866	-16.1595	28		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
808095	16/11/2007	11:33:59	28.2773	-16.3267	-999		1.6	4	SE G‹ÕMAR.ITF 	[+] info
808864	19/11/2007	23:01:40	28.2122	-16.6902	-999		0.8	4	NW VILAFLOR.ITF 	[+] info
808879	20/11/2007	2:25:37	28.2447	-16.6903	-999		0.7	4	NE GUÕA DE ISORA.ITF 	[+] info
809045	20/11/2007	13:24:57	28.2728	-15.8754	36		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
809231	21/11/2007	16:37:55	28.4189	-15.9819	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
809259	22/11/2007	0:03:54	28.2514	-16.6976	-999		0.9	4	NE GUÕA DE ISORA.ITF 	[+] info
809260	22/11/2007	0:04:20	28.2615	-16.6947	-999		0.8	4	NE GUÕA DE ISORA.ITF 	[+] info
809764	23/11/2007	19:14:50	28.7505	-16.0787	40		2.8	3	ATL¡NTICO-CANARIAS 	[+] info
810213	27/11/2007	6:26:25	28.248	-16.4786	14		1.4	4	W FASNIA.ITF 	[+] info
810521	28/11/2007	23:59:12	28.507	-15.9335	31		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
810997	02/12/2007	2:20:36	27.7799	-17.1832	-999		1.7	4	ATL¡NTICO-CANARIAS 	[+] info
811720	08/12/2007	18:49:50	28.1825	-16.1874	-999		1.6	4	ATL¡NTICO-CANARIAS 	[+] info
812426	13/12/2007	19:20:16	28.1093	-16.2508	28		2	4	ATL¡NTICO-CANARIAS 	[+] info
812438	14/12/2007	0:01:42	28.1214	-16.1048	-999		1.5	4	ATL¡NTICO-CANARIAS 	[+] info
812861	15/12/2007	23:49:56	28.1472	-16.1906	5		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
812877	16/12/2007	3:02:31	28.1909	-16.3492	18		1.1	4	SE FASNIA.ITF 	[+] info
813679	22/12/2007	16:09:23	28.1158	-16.1337	26		1.8	4	ATL¡NTICO-CANARIAS 	[+] info
813817	24/12/2007	22:31:37	28.6654	-16.8266	20		1.4	4	ATL¡NTICO-CANARIAS 	[+] info
814369	27/12/2007	18:05:34	28.1128	-16.1666	-999		2.7	4	ATL¡NTICO-CANARIAS 	[+] info
814785	31/12/2007	18:40:25	28.1739	-16.1647	13		2.1	4	ATL¡NTICO-CANARIAS 	[+] info
814798	01/01/2008	0:21:57	28.4067	-16.6406	27		1.3	3	NE SAN JOS….ITF 	[+] info
814938	01/01/2008	21:15:32	28.0522	-16.1752	-999		1.9	4	ATL¡NTICO-CANARIAS 	[+] info
815448	07/01/2008	1:59:11	28.2579	-16.6604	-999		1.3	4	N VILAFLOR.ITF 	[+] info
815474	07/01/2008	6:42:48	28.0985	-16.2107	35		2.6	4	ATL¡NTICO-CANARIAS 	[+] info
815594	08/01/2008	4:24:15	28.1281	-16.1602	-999		1.2	4	ATL¡NTICO-CANARIAS 	[+] info
815922	09/01/2008	12:29:27	28.0986	-15.7926	21		2.3	4	W AGAETE.IGC 	[+] info
817011	15/01/2008	23:15:58	28.2468	-16.4027	29	II 	2.8	4	E FASNIA.ITF 	[+] info
817327	17/01/2008	14:56:19	28.1403	-16.1783	9		2	4	ATL¡NTICO-CANARIAS 	[+] info
817349	18/01/2008	5:45:24	28.2903	-16.3493	-999		1.3	4	SE G‹ÕMAR.ITF 	[+] info
