time (mins)	time (secs)	stress (Mpa)	strain (%)	strain	pore volume (cm3)	confining pressure (Mpa)	pore pressure (Mpa)	effective pressure (Mpa)
81.002448	4860.14688	131.3197463	1.73182583	0.017318258	-0.01154803	50.00338573	19.99671936	30.00666637
81.0343152	4862.058912	131.2884188	1.73182678	0.017318268	-0.01225411	49.92701073	20.02040863	29.9066021
81.0694368	4864.166208	131.3024325	1.73172856	0.017317286	-0.01148487	49.91728296	20.02758026	29.8897027
81.1045152	4866.270912	131.3189326	1.73181439	0.017318144	-0.01097111	49.93338871	20.03720601	29.8961827
81.1358784	4868.152704	131.3148641	1.73177052	0.017317705	-0.01092982	49.95832448	20.03250122	29.92582326
81.167904	4870.07424	131.3305957	1.73190689	0.017319069	-0.01045558	49.96684632	20.00076294	29.96608338
81.1998432	4871.990592	131.3033366	1.73192597	0.01731926	-0.01001309	49.9320823	20.06209691	29.86998539
81.2342736	4874.056416	131.2961037	1.73189306	0.017318931	-0.01032308	49.85610256	20.03723145	29.81887111
81.2687904	4876.127424	131.2923517	1.73201943	0.017320194	-0.01028621	50.00322495	20.01037598	29.99284897
81.300672	4878.04032	131.3034723	1.73199082	0.017319908	-0.01027139	49.85988111	20.0334549	29.82642621
81.3358368	4880.150208	131.3158812	1.73204883	0.017320488	-0.01135961	49.97259455	20.00144958	29.97114497
81.3709296	4882.255776	131.3564985	1.73208237	0.017320824	-0.01062072	49.95656919	20.02035777	29.93621142
81.4024944	4884.149664	131.3143216	1.73209858	0.017320986	-0.00926256	49.95398316	20.01358032	29.94040284
81.43452	4886.0712	131.3019805	1.73217488	0.017321749	-0.00841888	49.84432473	20.02212524	29.82219949
81.4664448	4887.986688	131.3265271	1.7321043	0.017321043	-0.00782713	49.99140692	20.0252533	29.96615362
81.5009472	4890.056832	131.3093264	1.73215294	0.017321529	-0.00835589	49.94602408	20.02838135	29.91764273
81.535464	4892.12784	131.3366984	1.73214627	0.017321463	-0.00846651	49.91619763	20.03341675	29.88278088
81.5673888	4894.043328	131.3211025	1.73215103	0.01732151	-0.00900321	49.95454593	20.02189636	29.93264957
81.602496	4896.14976	131.3245833	1.73217678	0.017321768	-0.0096006	49.97258115	20.01641591	29.95616524
81.6376464	4898.258784	131.3109312	1.73216438	0.017321644	-0.00945417	49.88162789	20.04241943	29.83920846
81.668952	4900.13712	131.3022517	1.73216152	0.017321615	-0.00986066	49.87475414	20.00652313	29.86823101
81.7010352	4902.062112	131.3158134	1.73220349	0.017322035	-0.00950921	50.06460633	19.99958038	30.06502595
81.7359696	4904.158176	131.3193847	1.73221811	0.017322181	-0.00997375	49.97104025	20.02642949	29.94461076
81.770976	4906.25856	131.3276121	1.73226071	0.017322607	-0.00876186	49.99695415	20.02670288	29.97025127
81.8023824	4908.142944	131.3434793	1.73229599	0.01732296	-0.00764294	50.00431027	20.03177643	29.97253384
81.8343072	4910.058432	131.3179833	1.73227406	0.017322741	-0.00765987	50.10259285	20.05081177	30.05178108
81.8667072	4912.002432	131.3174408	1.73234272	0.017323427	-0.00763659	49.97093976	20.0243632	29.94657656
81.9012384	4914.074304	131.3204018	1.73238739	0.017323874	-0.00762459	49.97195139	20.01911163	29.95283976
81.9357264	4916.143584	131.3118805	1.73244095	0.01732441	-0.00691569	49.96584139	20.0100708	29.95577059
81.9676944	4918.061664	131.3399532	1.73242569	0.017324257	-0.00580842	50.02919245	20.04833221	29.98086024
81.999792	4919.98752	131.293301	1.7324419	0.017324419	-0.00648274	49.99227786	20.04512151	29.94715635
82.0343088	4922.058528	131.3071791	1.73246765	0.017324677	-0.00761841	49.99205008	19.99450684	29.99754324
82.0687968	4924.127808	131.3417163	1.73248005	0.017324801	-0.00789488	50.00314455	20.02338409	29.97976046
82.1007792	4926.046752	131.3007599	1.73249531	0.017324953	-0.00796369	49.90880132	20.03181458	29.87698674
82.1358864	4928.153184	131.2929393	1.73252169	0.017325217	-0.00835236	50.03404963	20.02607981	30.00796982
82.1710368	4930.262208	131.3034723	1.73255158	0.017325516	-0.00713164	49.95446553	20.04299164	29.91147389
82.2024432	4932.146592	131.2951996	1.73248673	0.017324867	-0.00504095	49.9656404	20.02532959	29.94031081
82.2344256	4934.065536	131.285842	1.73242188	0.017324219	-0.00442168	49.96298738	20.02124786	29.94173952
82.2693888	4936.163328	131.2685283	1.73253679	0.017325368	-0.00386222	49.95244896	20.01215617	29.94029279
82.3043088	4938.258528	131.241224	1.73247242	0.017324724	-0.00373149	49.94071803	20.02376556	29.91695247
82.3357152	4940.142912	131.245835	1.732337	0.01732337	-0.00452119	49.94694862	20.01819611	29.92875251
82.3675968	4942.055808	131.1892827	1.73230553	0.017323055	-0.00560517	49.87459335	20.01766205	29.8569313
82.4027616	4944.165696	131.1730313	1.73228566	0.017322857	-0.00570239	49.90501606	20.03555298	29.86946308
82.4378544	4946.271264	131.1864347	1.73232651	0.017323265	-0.00385217	49.83841572	20.05405426	29.78436146
82.4692032	4948.152192	131.3248997	1.73268223	0.017326822	-0.00383947	49.90224915	20.03383636	29.86841279
82.5012432	4950.074592	131.3213737	1.73264981	0.017326498	-0.00379077	49.84991217	20.01979828	29.83011389
82.533168	4951.99008	131.3479546	1.73278713	0.017327871	-0.00417186	49.88880312	20.01349131	29.87531181
82.5675696	4954.054176	131.3397272	1.73276727	0.017327673	-0.00637988	49.8708148	20.01216888	29.85864592
82.6021296	4956.127776	131.3410382	1.73275471	0.017327547	-0.00653461	49.89746566	20.02944946	29.8680162
82.6340544	4958.043264	131.3164915	1.73279572	0.017327957	-0.00582642	49.94180336	20.0440979	29.89770546
82.6691616	4960.149696	131.3194977	1.73278872	0.017327887	-0.00607642	49.92202625	20.01987457	29.90215168
82.7042688	4962.256128	131.3071339	1.73281956	0.017328196	-0.00718457	49.90923679	20.00805537	29.90118142
82.73556	4964.1336	131.3366984	1.73287106	0.017328711	-0.00760906	49.95591264	20.02315521	29.93275743
82.7675424	4966.052544	131.3320875	1.73290539	0.017329054	-0.00617892	49.90980625	20.05447388	29.85533237
82.8025056	4968.150336	131.3130559	1.73290475	0.017329048	-0.00514046	50.02302885	20.04178365	29.9812452
82.8375984	4970.255904	131.3423943	1.73292828	0.017329283	-0.00472867	49.92270961	20.01205444	29.91065517
82.8693072	4972.158432	131.346056	1.73299504	0.01732995	-0.00446826	49.99727573	20.00865936	29.98861637
82.9011888	4974.071328	131.3265271	1.73296547	0.017329655	-0.00376431	49.96005297	20.01483917	29.9452138
82.9332144	4975.992864	131.335071	1.73298359	0.017329836	-0.00333982	49.97455752	20.01676559	29.95779193
82.9676448	4978.058688	131.3613129	1.73304781	0.017330478	-0.0034679	50.05101962	20.06919861	29.98182101
83.0022336	4980.134016	131.3366984	1.73306084	0.017330608	-0.00288992	50.0162087	20.01392365	30.00228505
83.0341008	4982.046048	131.3135079	1.73310852	0.017331085	-0.0030974	49.95060658	19.9936676	29.95693898
83.0690784	4984.144704	131.338258	1.73313125	0.017331313	-0.00332059	50.01264453	20.03281911	29.97982542
83.104056	4986.24336	131.3136435	1.73317242	0.017331724	-0.0026528	49.99084415	20.02960205	29.9612421
83.1354624	4988.127744	131.335071	1.73323631	0.017332363	-0.00221349	49.98951764	20.03833771	29.95117993
83.1673296	4990.039776	131.3672123	1.73332596	0.01733326	-0.00258505	50.03385534	20.03078461	30.00307073
83.2024512	4992.147072	131.3355457	1.73326715	0.017332672	-0.00355788	49.98691821	20.02623876	29.96067945
83.237544	4994.25264	131.3116093	1.73329163	0.017332916	-0.00329218	50.02637863	20.02441406	30.00196457
83.2689504	4996.137024	131.3433437	1.73334313	0.017333431	-0.00319056	49.97532797	20.0044632	29.97086477
83.3008752	4998.052512	131.3154065	1.73334408	0.017333441	-0.00290792	50.00672212	20.03070831	29.97601381
83.3358384	5000.150304	131.3183675	1.73337603	0.01733376	-0.003033	49.9779073	20.04346848	29.93443882
83.3709312	5002.255872	131.354193	1.73341465	0.017334147	-0.00395697	50.02718258	20.02555847	30.00162411
83.4021792	5004.130752	131.3437505	1.73352623	0.017335262	-0.00365104	49.98935685	19.99423981	29.99511704
83.4341616	5006.049696	131.3166271	1.73351956	0.017335196	-0.00297884	49.95362139	20.03234863	29.92127276
83.469168	5008.15008	131.3560013	1.73354531	0.017335453	-0.00289274	49.95120955	20.03704707	29.91416248
83.5043616	5010.261696	131.366941	1.73355293	0.017335529	-0.00330488	49.94678783	20.02231598	29.92447185
83.5356672	5012.140032	131.3571766	1.73357868	0.017335787	-0.00346896	49.95514889	20.01579285	29.93935604
83.5677072	5014.062432	131.3727726	1.73368168	0.017336817	-0.00377277	49.87961802	20.0201416	29.85947642
83.6026416	5016.158496	131.3493334	1.73367644	0.017336764	-0.00360111	49.91429496	20.00478109	29.90951387
83.6376048	5018.256288	131.365178	1.73370934	0.017337093	-0.00330488	50.01399784	20.02597809	29.98801975
83.6689968	5020.139808	131.3569054	1.73377991	0.017337799	-0.00295343	49.94377303	20.03707886	29.90669417
83.7008208	5022.049248	131.3183901	1.73383427	0.017338343	-0.00428724	49.83753138	20.00221252	29.83531886
83.735928	5024.15568	131.3506896	1.73382346	0.017338235	-0.00469409	49.89232039	20.02696991	29.86535048
83.771136	5026.26816	131.3585328	1.73386002	0.0173386	-0.00361399	49.87212121	20.02573013	29.84639108
83.802744	5028.16464	131.3345286	1.73396874	0.017339687	-0.00354095	49.96624336	20.01754761	29.94869575
83.8348848	5030.093088	131.3510738	1.7339859	0.017339859	-0.00325831	49.87969842	20.03494263	29.84475579
83.866968	5032.01808	131.3499889	1.73408795	0.01734088	-0.00295132	49.89851749	20.03151576	29.86700173
83.9016288	5034.097728	131.338145	1.73405632	0.017340563	-0.00292097	49.8861702	20.02307892	29.86309128
83.9361888	5036.171328	131.3819945	1.73400784	0.017340078	-0.00253	49.85562019	20.03257751	29.82304268
83.9680128	5038.080768	131.3600246	1.73407841	0.017340784	-0.00316197	49.92045856	20.03185272	29.88860584
84.0000384	5040.002304	131.3499889	1.73409653	0.017340965	-0.00348908	49.89342582	20.01622518	29.87720064
84.0345696	5042.074176	131.3446998	1.73414771	0.017341477	-0.00361169	49.93778362	20.00480652	29.9329771
84.0690576	5044.143456	131.3369697	1.73422051	0.017342205	-0.0034859	49.79082203	20.0295639	29.76125813
84.10104	5046.0624	131.3545999	1.73425293	0.017342529	-0.00204623	50.02871008	20.02716064	30.00154944
84.1360176	5048.161056	131.3665116	1.73425261	0.017342526	-0.00143455	49.9198221	20.01825968	29.90156242
84.1709376	5050.256256	131.3482259	1.73425675	0.017342568	-0.00144284	49.96925817	20.01480103	29.95445714
84.2023296	5052.139776	131.331545	1.73427391	0.017342739	-0.00156987	49.95145073	20.04116058	29.91029015
84.2342688	5054.056128	131.3221874	1.73425961	0.017342596	-0.00050706	49.9244381	20.01567841	29.90875969
84.269304	5056.15824	131.3483163	1.73427248	0.017342725	-0.00075265	49.94357204	20.00710169	29.93647035
84.304368	5058.26208	131.3598889	1.73436833	0.017343683	-0.00098342	50.00418968	20.0346756	29.96951408
84.3357744	5060.146464	131.371552	1.73426438	0.017342644	-0.00101729	49.8800602	20.05897522	29.82108498
84.3678144	5062.068864	131.3434793	1.73427105	0.017342711	-0.00168738	50.08482561	20.00774384	30.07708177
84.3997824	5063.986944	131.3335792	1.73426533	0.017342653	-0.00218597	49.92139649	20.02064387	29.90075262
84.434184	5066.05104	131.3242443	1.73425023	0.017342502	-0.00217467	50.02284126	20.05561829	29.96722297
84.4687008	5068.122048	131.3277477	1.7343092	0.017343092	-0.00145131	49.99518547	20.01945496	29.97573051
84.500568	5070.03408	131.3248997	1.73436928	0.017343693	-0.00126924	49.91599665	20.02803802	29.88795863
84.5356608	5072.139648	131.3661725	1.73447434	0.017344743	-0.00097936	49.99686706	20.00926336	29.9876037
84.5708256	5074.249536	131.3707383	1.73449421	0.017344942	-0.00071878	49.95864606	20.01647949	29.94216657
84.602232	5076.13392	131.3590752	1.73444843	0.017344484	-0.00078547	49.97460442	20.02681732	29.9477871
84.6342144	5078.052864	131.3579903	1.73443794	0.017344379	-0.00038744	50.02742376	20.03536224	29.99206152
84.6692064	5080.152384	131.3624431	1.73448626	0.017344863	-0.00050741	49.91462994	20.04489899	29.86973095
84.7042128	5082.252768	131.3456492	1.73456383	0.017345638	-0.00106493	49.9885931	20.00538508	29.98320802
84.7354608	5084.127648	131.3598889	1.73462105	0.017346211	-0.00121419	49.96708751	20.02365112	29.94343639
84.7673856	5086.043136	131.3817233	1.73461914	0.017346191	-0.00081722	49.96021376	20.04032135	29.91989241
84.8025504	5088.153024	131.3332854	1.73455064	0.017345506	-0.00075706	49.95064678	20.02830505	29.92234173
84.8377008	5090.262048	131.3522944	1.73471642	0.017347164	-0.00066055	49.94199765	20.01819611	29.92380154
84.869424	5092.16544	131.3533793	1.73466492	0.017346649	-0.00034616	49.97500639	20.02838135	29.94662504
84.9015072	5094.090432	131.3536506	1.73470402	0.01734704	-0.00060657	49.90835915	20.02639771	29.88196144
84.933432	5096.00592	131.379689	1.7347374	0.017347374	-0.00082993	50.02467024	20.02506256	29.99960768
84.9678192	5098.069152	131.3799603	1.73491383	0.017349138	-0.00153864	49.93400507	20.04070282	29.89330225
85.0024368	5100.146208	131.3292395	1.73482609	0.017348261	-0.00178582	49.92713132	20.05302429	29.87410703
85.0343616	5102.061696	131.3673479	1.73494053	0.017349405	-0.00286769	49.94513974	19.98081207	29.96432767
85.0694256	5104.165536	131.3782651	1.73505449	0.017350545	-0.00239786	49.91251957	20.0220108	29.89050877
85.1046192	5106.277152	131.3760274	1.73509789	0.017350979	-0.00017361	49.92520185	20.04325867	29.88194318
85.1359824	5108.158944	131.3956918	1.73519707	0.017351971	-0.00040755	49.8876977	20.01358032	29.87411738
85.1679648	5110.077888	131.4050494	1.73515797	0.01735158	-0.00111151	49.88830066	20.02269745	29.86560321
85.199832	5111.98992	131.3745356	1.73524571	0.017352457	-0.00121101	49.93891585	20.03523509	29.90368076
85.2344064	5114.064384	131.3840288	1.73528417	0.017352842	-0.00143279	49.86237335	20.03414154	29.82823181
85.2688512	5116.131072	131.4154919	1.73540211	0.017354021	-0.00132428	49.87680421	20.03902435	29.83777986
85.3008336	5118.050016	131.3859274	1.73538017	0.017353802	-0.00078123	49.90433941	20.0214386	29.88290081
85.3359264	5120.155584	131.3995117	1.73534139	0.017353414	-0.00065826	49.9044801	20.04559835	29.85888175
85.3710336	5122.262016	131.3909453	1.73548889	0.017354889	-0.00071242	49.89959612	20.02849579	29.87110033
85.4023824	5124.142944	131.3682972	1.73569203	0.01735692	-0.00109669	49.86884513	19.98939514	29.87944999
85.4343648	5126.061888	131.4100673	1.73567391	0.017356739	-0.00108716	49.9244381	20.03967285	29.88476525
85.4692992	5128.157952	131.3731794	1.73573955	0.017357396	7.569E-05	49.88019419	20.05596161	29.82423258
85.50432	5130.2592	131.4036933	1.73576546	0.017357655	0.00023394	49.91792612	20.01743317	29.90049295
85.5357264	5132.143584	131.4035576	1.73573303	0.01735733	5.928E-05	49.91177592	20.01079559	29.90098033
85.5675936	5134.055616	131.4026083	1.7358532	0.017358532	-0.00067749	49.85658493	20.0396347	29.81695023
85.6027152	5136.162912	131.3793952	1.73585797	0.01735858	-0.00084263	49.79216194	20.02989451	29.76226743
85.637808	5138.26848	131.4059987	1.73588753	0.017358875	-0.00045942	49.87579927	20.03803253	29.83776674
85.6692144	5140.152864	131.3969124	1.73586464	0.017358646	-0.00054834	49.97380047	20.02376556	29.95003491
85.7011392	5142.068352	131.3853849	1.73593807	0.017359381	-0.00156881	49.91643882	20.01487732	29.9015615
85.7361888	5144.171328	131.4057275	1.7359883	0.017359883	-0.00143014	49.92963696	19.99432246	29.9353145
85.7711376	5146.268256	131.3863343	1.73609066	0.017360907	-0.00150636	50.05399423	20.02578735	30.02820688
85.8024432	5148.146592	131.3931151	1.73605252	0.017360525	-0.00067855	49.99856205	20.02334595	29.9752161
85.834584	5150.07504	131.4077618	1.73615933	0.017361593	-0.00064679	49.97255435	20.01590729	29.95664706
85.867128	5152.02768	131.3898603	1.73614598	0.01736146	-0.00013126	49.88275342	20.04917145	29.83358197
85.90176	5154.1056	131.3821075	1.73630063	0.017363006	0.00044266	49.9687289	20.02741496	29.94131394
85.936248	5156.17488	131.4218659	1.73627186	0.017362719	0.00081722	50.05829535	20.00850677	30.04978858
85.9682736	5158.096416	131.3693821	1.7361393	0.017361393	0.00070501	49.97673488	20.00865936	29.96807552
86.0001408	5160.008448	131.392437	1.73633862	0.017363386	0.00072513	50.03368115	20.04197439	29.99170676
86.0346576	5162.079456	131.3981555	1.73641507	0.017364151	0.00037562	50.0314033	20.01899719	30.01240611
86.0691024	5164.146144	131.3954206	1.73635006	0.017363501	1.799E-05	49.97958889	20.00980377	29.96978512
86.1010272	5166.061632	131.3997604	1.73641682	0.017364168	-1.906E-05	49.95128994	20.02658844	29.9247015
86.1361056	5168.166336	131.4187241	1.73653666	0.017365367	0.00096136	49.96129239	20.04791896	29.91337343
86.1712416	5170.274496	131.3994891	1.73652172	0.017365217	0.00122901	49.96077652	20.0396347	29.92114182
86.2027488	5172.164928	131.3771123	1.7364769	0.017364769	0.00126182	49.93127165	20.02307892	29.90819273
86.2347888	5174.087328	131.4011165	1.73654652	0.017365465	0.00105328	49.96833363	20.01876831	29.94956532
86.266656	5175.99936	131.371552	1.73659992	0.017365999	0.00159422	49.86860394	20.0173378	29.85126614
86.3011584	5178.069504	131.3760048	1.73656448	0.017365645	0.00168826	49.83733039	20.03269196	29.80463843
86.3356608	5180.139648	131.3527012	1.73650456	0.017365046	0.00179217	49.9610177	20.05821228	29.90280542
86.3676	5182.056	131.3433437	1.73646832	0.017364683	6.457E-05	49.95241547	19.99736786	29.95504761
86.402592	5184.15552	131.2967818	1.73642302	0.01736423	-0.00010162	49.9074949	20.01434962	29.89314528
86.4376992	5186.261952	131.2683474	1.73629761	0.017362976	0.00108822	49.89754605	20.03040314	29.86714291
86.4691632	5188.149792	131.2625159	1.73630238	0.017363024	0.00129993	49.95145073	20.01796722	29.93348351
86.5011888	5190.071328	131.3673479	1.73659134	0.017365913	0.00095378	49.88878303	20.03055573	29.8582273
86.5331136	5191.986816	131.4123727	1.73663807	0.017366381	0.00105964	49.94842923	20.04588445	29.90254478
86.5675584	5194.053504	131.4142036	1.73687919	0.017368792	0.00113691	49.86944809	20.04550934	29.82393875
86.6021328	5196.127968	131.3661273	1.73694706	0.017369471	0.00173924	49.96781106	20.00801086	29.9598002
86.634	5198.04	131.3609739	1.73698425	0.017369843	0.00151059	49.88717513	19.99580383	29.8913713
86.6691648	5200.149888	131.3714842	1.73703178	0.017370318	0.00111398	49.83419499	20.01449585	29.81969914
86.7042576	5202.255456	131.3752137	1.73713112	0.017371311	0.00064891	49.86609161	20.02016703	29.84592458
86.7357216	5204.143296	131.3989467	1.73717022	0.017371702	-0.00047424	49.92777448	20.00431061	29.92346387
86.767704	5206.06224	131.3545999	1.73725224	0.017372522	0.00033451	49.82044749	20.01022339	29.8102241
86.8026816	5208.160896	131.3575835	1.73711841	0.017371184	0.00140244	49.93067539	20.03240585	29.89826954
86.8378032	5210.268192	131.3284258	1.73724079	0.017372408	0.00137086	49.93131185	20.03902435	29.8922875
86.8693104	5212.158624	131.3682972	1.73729611	0.017372961	0.00242944	49.90992684	20.00747681	29.90245003
86.9013936	5214.083616	131.3451067	1.73727989	0.017372799	0.00296825	49.90964546	20.0088501	29.90079536
86.9334336	5216.006016	131.3525656	1.73728085	0.017372809	0.00211186	49.92977095	20.00255585	29.9272151
86.9679504	5218.077024	131.3296689	1.73721854	0.017372185	0.00159122	49.90626888	20.03982544	29.86644344
87.002496	5220.14976	131.3257135	1.73727608	0.017372761	0.00173607	49.89935493	20.04840851	29.85094642
87.0344208	5222.065248	131.331545	1.73729706	0.017372971	0.00091885	49.9703033	20.01502991	29.95527339
87.069384	5224.16304	131.322323	1.73722093	0.017372209	0.00075406	49.90129781	20.00846863	29.89282918
87.1043184	5226.259104	131.3221874	1.73723316	0.017372332	0.00301589	49.98075461	20.04520416	29.93555045
87.1357248	5228.143488	131.3809096	1.73740292	0.017374029	0.00364998	49.95900784	20.03013611	29.92887173
87.167592	5230.05552	131.2819091	1.73727799	0.01737278	0.00349013	49.94586329	20.01239777	29.93346552
87.2026848	5232.161088	131.3101175	1.7373608	0.017373608	0.0029559	50.00567698	20.02779643	29.97788055
87.2378064	5234.268384	131.2812311	1.73744297	0.01737443	0.00319902	50.01994705	20.00579834	30.01414871
87.2692128	5236.152768	131.3026585	1.73738957	0.017373896	0.00292379	49.94493876	20.00053406	29.9444047
87.3011952	5238.071712	131.326934	1.73744488	0.017374449	0.00310799	49.9733181	20.03120422	29.94211388
87.3362304	5240.173824	131.2929393	1.73741643	0.017374164	0.00428265	49.97583044	20.06133397	29.91449647
87.3712368	5242.274208	131.346056	1.7375021	0.017375021	0.00435605	49.97154942	20.0214386	29.95011082
87.426792	5245.60752	131.3044103	1.73748517	0.017374852	0.00302162	50.0345789	20.0125885	30.0219904
87.5088144	5250.528864	131.2981206	1.73738421	0.017373842	0.00443683	49.98465376	19.98771667	29.99693709
87.5939328	5255.635968	131.3066302	1.73747104	0.01737471	0.004603	49.96842742	20.02585729	29.94257013
87.6782016	5260.692096	131.3046406	1.73758008	0.017375801	0.00438756	49.90582671	20.02700806	29.87881865
87.7598928	5265.593568	131.3009894	1.73755807	0.017375581	0.00316205	50.06307883	20.0214386	30.04164023
87.8416272	5270.497632	131.2929046	1.7376285	0.017376285	0.00540054	49.91454954	20.03009796	29.88445158
87.9261552	5275.569312	131.2982994	1.73764815	0.017376482	0.00382608	49.91583586	20.03065745	29.88517841
88.0111728	5280.670368	131.289149	1.73767875	0.017376788	0.00399874	49.94670744	20.03074646	29.91596098
88.0923744	5285.542464	131.2842459	1.73765307	0.017376531	0.00379842	49.99040198	20.03093719	29.95946479
88.1772048	5290.632288	131.2941341	1.7377098	0.017377098	0.00482719	49.9701827	20.03608704	29.93409566
88.2615024	5295.690144	131.3011981	1.73773744	0.017377374	0.00459602	49.94347155	20.0059255	29.93754605
88.3430928	5300.585568	131.2570704	1.73773744	0.017377374	0.00561836	49.92295079	20.00003815	29.92291264
88.4248704	5305.492224	131.2740225	1.73781043	0.017378104	0.00468071	49.86936769	20.02891541	29.84045228
88.5092976	5310.557856	131.2755351	1.73783684	0.017378368	0.00614021	49.9442152	20.01125336	29.93296184
88.5940128	5315.640768	131.2878972	1.73786618	0.017378662	0.00624211	49.88290751	20.02989451	29.853013
88.6752	5320.512	131.285237	1.7378992	0.017378992	0.00787436	49.95016441	20.0302887	29.91987571
88.7598864	5325.593184	131.308616	1.73791552	0.017379155	0.00775492	49.84536986	20.02197266	29.8233972
88.8444288	5330.665728	131.2955126	1.73795715	0.017379572	0.00941744	49.97995067	20.05577087	29.9241798
88.9264656	5335.587936	131.3066749	1.73804078	0.017380408	0.00862473	49.92293739	20.03164291	29.89129448
89.0111808	5340.670848	131.2937466	1.73803745	0.017380375	0.00961688	49.8937675	20.00453949	29.88922801
89.0958384	5345.750304	131.2822638	1.73808516	0.017380852	0.00937917	49.97741823	20.02029419	29.95712404
89.1775008	5350.650048	131.3029715	1.73804481	0.017380448	0.01090108	49.90204816	20.00202179	29.90002637
89.258688	5355.52128	131.3034931	1.73807819	0.017380782	0.01043693	49.94263411	20.02849579	29.91413832
89.3435184	5360.611104	131.2856096	1.7381226	0.017381226	0.01162478	49.92307138	20.02639771	29.89667367
89.4278016	5365.668096	131.3006765	1.7381963	0.017381963	0.0104809	49.92061934	20.02807617	29.89254317
89.50932	5370.5592	131.2967123	1.73817209	0.017381721	0.01042105	49.95052619	20.00343323	29.94709296
89.5942368	5375.654208	131.2737431	1.73825816	0.017382582	0.0109144	49.98698521	20.01320521	29.97378
89.6790672	5380.744032	131.2884188	1.73828433	0.017382843	0.01131881	49.93464823	20.00305176	29.93159647
89.7607152	5385.642912	131.2835157	1.73833605	0.017383361	0.00976066	49.97906632	20.00904083	29.97002549
89.8419456	5390.516736	131.2886274	1.73832505	0.017383251	0.01071664	49.9045404	20.0567627	29.8477777
89.926992	5395.61952	131.2441495	1.73836715	0.017383672	0.01069247	49.98537731	20.0202624	29.96511491
90.0114192	5400.685152	131.2391272	1.73825609	0.017382561	0.01112338	50.00222001	20.00217438	30.00004563
90.0931968	5405.591808	131.1642248	1.73822418	0.017382242	0.00966498	49.9626256	20.04814148	29.91448412
90.17784	5410.6704	131.2498163	1.73840019	0.017384002	0.01208942	50.02042942	20.02696991	29.99345951
90.262584	5415.75504	131.2811163	1.73851725	0.017385173	0.01240344	49.92471278	20.0076739	29.91703888
90.3442752	5420.656512	131.2772564	1.73853596	0.01738536	0.01276418	49.99397955	20.01335144	29.98062811
90.4253616	5425.521696	131.2697975	1.73856493	0.017385649	0.01330934	49.88086414	20.0252533	29.85561084
90.5102064	5430.612384	131.2985416	1.73858105	0.017385811	0.014475	50.01106343	20.04840851	29.96265492
90.5945184	5435.671104	131.2728228	1.73861445	0.017386145	0.01460855	49.97073877	20.03412247	29.9366163
90.6761664	5440.569984	131.2880536	1.73860932	0.017386093	0.01458941	50.00000916	20.04230499	29.95770417
90.760968	5445.65808	131.3232433	1.73865291	0.017386529	0.01402132	50.04169383	20.01274109	30.02895274
90.8461296	5450.767776	131.3087092	1.73871275	0.017387128	0.01420425	49.95112915	19.99828339	29.95284576
90.9284256	5455.705536	131.3123082	1.73879235	0.017387924	0.01568667	50.04004574	20.03192902	30.00811672
91.0096416	5460.578496	131.3151249	1.73876594	0.017387659	0.01593788	49.98200073	20.05302429	29.92897644
91.0944	5465.664	131.3822851	1.73907253	0.017390725	0.01442888	49.98786955	19.99336243	29.99450712
91.1786256	5470.717536	131.4284173	1.73930183	0.017393018	0.01503279	49.95442533	20.0044632	29.94996213
91.2603456	5475.620736	131.4414574	1.73942067	0.017394207	0.01514598	49.90273151	20.0843811	29.81835041
91.3419072	5480.514432	131.4470907	1.73960957	0.017396096	0.01399213	49.98453317	20.02338409	29.96114908
91.4261616	5485.569696	131.4514983	1.73969276	0.017396928	0.01241607	49.88395934	20.00358582	29.88037352
91.511064	5490.66384	131.4233056	1.73982452	0.017398245	0.01420873	49.82609522	20.03008525	29.79600997
91.5921216	5495.527296	131.4171506	1.73994409	0.017399441	0.01404831	49.88255243	20.01903534	29.86351709
91.6770672	5500.624032	131.4263607	1.74001428	0.017400143	0.01457973	49.9167202	20.0252533	29.8914669
91.7612352	5505.674112	131.4420833	1.74022433	0.017402243	0.01448518	49.86912651	20.0604248	29.80870171
91.8429696	5510.578176	131.4294605	1.74029879	0.017402988	0.0162241	49.8967756	20.02344131	29.87333429
91.9250352	5515.502112	131.4350417	1.74041616	0.017404162	0.01633606	49.86502638	19.99305725	29.87196913
92.0094048	5520.564288	131.4318338	1.74048703	0.01740487	0.01729233	49.93119125	20.02311707	29.90807418
92.0942064	5525.652384	131.4439089	1.74063221	0.017406322	0.01636009	49.95555086	20.03314972	29.92240114
92.1752784	5530.516704	131.4287824	1.74077306	0.017407731	0.01805788	49.86461771	20.02293269	29.84168502
92.2600512	5535.603072	131.4389052	1.74085794	0.017408579	0.01870364	49.97050428	20.02986908	29.9406352
92.3443056	5540.658336	131.4461518	1.74083468	0.017408347	0.01697854	49.94610448	20.02876282	29.91734166
92.42604	5545.5624	131.4559058	1.74091574	0.017409157	0.01779161	49.94980264	20.0050354	29.94476724
92.5107696	5550.646176	131.4255373	1.74090256	0.017409026	0.01756076	49.95104206	20.00980377	29.94123829
92.5954416	5555.726496	131.4295126	1.7409748	0.017409748	0.01794551	49.99381876	20.01289368	29.98092508
92.6771472	5560.628832	131.4440132	1.7410023	0.017410023	0.01714832	49.95301843	20.04112244	29.91189599
